Pago,DiasEnvio(Real),DiasEnvio(Programado),BeneficioPorPedido,EstadoEntrega,RiesgoEntregaTardia,Categoria,PaisCliente,IDCliente,SegmentoCliente,PaisPedido,FechaPedido,IDPedido,IDArticuloPedido,PrecioArticuloPedido,CantidadArticulosPedido,Ventas,TotalArticulosPedido,GananciaPorPedido,RegionPedido,DestinoPedido,EstadoPedido,IDProducto,CategoriaProducto,NombreProducto,PrecioProducto,FechaEnvio,ModoEnvio
DEBIT,2,4,-3.395.000.076,Advance shipping,0,Women's Apparel,EE. UU.,10563,Consumer,Brasil,3/31/2017 12:52,56211,140595,50,1,50,48.5,-3.395.000.076,South America,Minas Gerais,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,04/02/2017 12:52,Standard Class
DEBIT,4,4,4.800.000.191,Shipping on time,0,Women's Apparel,EE. UU.,11585,Consumer,Argentina,2/17/2017 10:49,53328,133247,50,1,50,48,4.800.000.191,South America,Buenos Aires,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,2/21/2017 10:49,Standard Class
DEBIT,2,4,1.557.999.992,Advance shipping,0,Girls' Apparel,EE. UU.,8003,Consumer,Brasil,3/15/2017 9:44,55106,137808,3.999.000.168,1,3.999.000.168,3.799.000.168,1.557.999.992,South America,Pernambuco,COMPLETE,572,26,TYR Boys' Team Digi Jammer,3.999.000.168,3/17/2017 9:44,Standard Class
DEBIT,6,4,-348.199.997,Late delivery,1,Women's Apparel,EE. UU.,7173,Consumer,Argentina,2/20/2015 18:50,3480,8644,50,1,50,47.5,-348.199.997,South America,San Luis,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,2/26/2015 18:50,Standard Class
DEBIT,3,4,9.829.999.924,Advance shipping,0,Shop By Sport,EE. UU.,7893,Consumer,Brasil,3/18/2015 5:08,5222,13044,3.999.000.168,1,3.999.000.168,3.779.000.092,9.829.999.924,South America,Rio Grande do Sul,COMPLETE,627,29,Under Armour Girls' Toddler Spine Surge Runni,3.999.000.168,3/21/2015 5:08,Standard Class
DEBIT,3,4,6.800.000.191,Advance shipping,0,Shop By Sport,EE. UU.,10145,Consumer,Brasil,03/01/2017 9:45,54147,135396,3.999.000.168,1,3.999.000.168,3.779.000.092,6.800.000.191,South America,Minas Gerais,COMPLETE,627,29,Under Armour Girls' Toddler Spine Surge Runni,3.999.000.168,03/04/2017 9:45,Standard Class
DEBIT,3,4,2.829.999.924,Advance shipping,0,Shop By Sport,EE. UU.,3682,Consumer,Brasil,3/29/2017 17:25,56087,140252,3.999.000.168,1,3.999.000.168,3.779.000.092,2.829.999.924,South America,Bahía,COMPLETE,627,29,Under Armour Girls' Toddler Spine Surge Runni,3.999.000.168,04/01/2017 17:25,Standard Class
DEBIT,6,4,8.029.999.733,Late delivery,1,Women's Apparel,EE. UU.,7173,Consumer,Argentina,2/20/2015 18:50,3480,8643,50,1,50,47.25,8.029.999.733,South America,San Luis,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,2/26/2015 18:50,Standard Class
DEBIT,3,4,1.763.999.939,Advance shipping,0,Shop By Sport,EE. UU.,278,Consumer,Brasil,05/05/2015 2:16,8502,21229,3.999.000.168,1,3.999.000.168,3.599.000.168,1.763.999.939,South America,Rio Grande do Sul,COMPLETE,627,29,Under Armour Girls' Toddler Spine Surge Runni,3.999.000.168,05/08/2015 2:16,Standard Class
DEBIT,6,4,2.640.000.105,Late delivery,1,Women's Apparel,EE. UU.,10625,Consumer,Argentina,5/18/2017 16:39,59510,148946,50,1,50,44,2.640.000.105,South America,Buenos Aires,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,5/24/2017 16:39,Standard Class
DEBIT,6,4,7.699.999.809,Late delivery,1,Women's Apparel,EE. UU.,8173,Consumer,Brasil,4/24/2017 4:04,57830,144698,50,1,50,44,7.699.999.809,South America,Santa Catarina,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,4/30/2017 4:04,Standard Class
DEBIT,3,4,1.261.999.989,Advance shipping,0,Women's Apparel,EE. UU.,2522,Consumer,Brasil,05/10/2015 10:09,8867,22136,50,1,50,43.5,1.261.999.989,South America,São Paulo,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,5/13/2015 10:09,Standard Class
DEBIT,6,4,2.087.999.916,Late delivery,1,Women's Apparel,EE. UU.,2255,Consumer,Brasil,03/01/2015 4:17,4055,10086,50,1,50,43.5,2.087.999.916,South America,Minas Gerais,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,03/07/2015 4:17,Standard Class
DEBIT,5,4,7.820.000.172,Late delivery,1,Shop By Sport,EE. UU.,7366,Consumer,Argentina,3/18/2017 0:05,55284,138266,3.999.000.168,1,3.999.000.168,3.399.000.168,7.820.000.172,South America,Mendoza,COMPLETE,627,29,Under Armour Girls' Toddler Spine Surge Runni,3.999.000.168,3/23/2017 0:05,Standard Class
DEBIT,5,4,1.477.999.973,Late delivery,1,Shop By Sport,EE. UU.,5487,Consumer,Brasil,03/01/2015 3:56,4054,10082,3.999.000.168,1,3.999.000.168,3.359.000.015,1.477.999.973,South America,Minas Gerais,COMPLETE,627,29,Under Armour Girls' Toddler Spine Surge Runni,3.999.000.168,03/06/2015 3:56,Standard Class
DEBIT,2,4,8.729.999.542,Advance shipping,0,Shop By Sport,EE. UU.,4568,Consumer,Argentina,3/17/2017 23:02,55281,138256,3.999.000.168,1,3.999.000.168,3.359.000.015,8.729.999.542,South America,Mendoza,COMPLETE,627,29,Under Armour Girls' Toddler Spine Surge Runni,3.999.000.168,3/19/2017 23:02,Standard Class
DEBIT,5,4,1.556.000.042,Late delivery,1,Women's Apparel,EE. UU.,3971,Consumer,Brasil,2/27/2017 9:24,54009,135046,50,1,50,41.5,1.556.000.042,South America,Santa Catarina,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,03/04/2017 9:24,Standard Class
DEBIT,2,4,1.762.999.916,Advance shipping,0,Women's Apparel,EE. UU.,1788,Consumer,Brasil,3/22/2015 17:24,5531,13804,50,1,50,41,1.762.999.916,South America,Paraíba,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,3/24/2015 17:24,Standard Class
DEBIT,3,4,-7.380.000.305,Advance shipping,0,Women's Apparel,EE. UU.,1185,Consumer,Argentina,03/06/2015 21:37,4447,11128,50,1,50,41,-7.380.000.305,South America,San Juan,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,03/09/2015 21:37,Standard Class
DEBIT,5,4,-1.820.000.052,Late delivery,1,Shop By Sport,EE. UU.,8482,Consumer,Brasil,2/28/2015 3:25,3984,9893,3.999.000.168,1,3.999.000.168,3.198.999.977,-1.820.000.052,South America,São Paulo,COMPLETE,627,29,Under Armour Girls' Toddler Spine Surge Runni,3.999.000.168,03/05/2015 3:25,Standard Class
DEBIT,6,4,-6.188.000.107,Late delivery,1,Women's Apparel,EE. UU.,2568,Consumer,Brasil,01/01/2015 4:54,15,43,50,1,50,37.5,-6.188.000.107,South America,Distrito Federal,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,01/07/2015 4:54,Standard Class
DEBIT,3,4,-1.319.299.927,Advance shipping,0,Kids' Golf Clubs,EE. UU.,5474,Consumer,Brasil,05/08/2017 6:51,58797,147165,1.999.900.055,1,1.999.900.055,1.799.900.055,-1.319.299.927,South America,Rio Grande do Sul,COMPLETE,858,38,GolfBuddy VT3 GPS Watch,1.999.900.055,05/11/2017 6:51,Standard Class
DEBIT,4,4,5.519.999.981,Shipping on time,0,Golf Balls,EE. UU.,5792,Consumer,Argentina,4/21/2017 7:03,57633,144176,1.998.999.977,1,1.998.999.977,1.698.999.977,5.519.999.981,South America,Entre Ríos,COMPLETE,810,36,Glove It Women's Mod Oval Golf Glove,1.998.999.977,4/25/2017 7:03,Standard Class
DEBIT,6,4,1.439.900.055,Late delivery,1,Camping & Hiking,EE. UU.,8173,Consumer,Brasil,4/24/2017 4:04,57830,144697,299.980.011,1,299.980.011,299.980.011,1.439.900.055,South America,Santa Catarina,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,4/30/2017 4:04,Standard Class
DEBIT,2,4,57,Advance shipping,0,Camping & Hiking,EE. UU.,4568,Consumer,Argentina,3/17/2017 23:02,55281,138259,299.980.011,1,299.980.011,299.980.011,57,South America,Mendoza,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,3/19/2017 23:02,Standard Class
DEBIT,3,4,1.409.900.055,Advance shipping,0,Camping & Hiking,EE. UU.,11833,Consumer,Brasil,1/24/2015 12:24,1612,4019,299.980.011,1,299.980.011,299.980.011,1.409.900.055,South America,Espíritu Santo,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,1/27/2015 12:24,Standard Class
DEBIT,6,4,72,Late delivery,1,Camping & Hiking,EE. UU.,2255,Consumer,Brasil,03/01/2015 4:17,4055,10088,299.980.011,1,299.980.011,299.980.011,72,South America,Minas Gerais,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,03/07/2015 4:17,Standard Class
DEBIT,4,4,1.199.899.979,Shipping on time,0,Fishing,EE. UU.,9281,Consumer,Brasil,1/27/2015 2:03,1788,4467,399.980.011,1,399.980.011,399.980.011,1.199.899.979,South America,Bahía,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,1/31/2015 2:03,Standard Class
DEBIT,3,4,-1.160.000.038,Advance shipping,0,Fishing,EE. UU.,12000,Consumer,Brasil,01/08/2015 11:01,512,1270,399.980.011,1,399.980.011,399.980.011,-1.160.000.038,South America,Goiás,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,01/11/2015 11:01,Standard Class
DEBIT,2,4,-3.269.999.981,Advance shipping,0,Camping & Hiking,EE. UU.,2462,Consumer,Brasil,6/16/2017 16:26,61496,153789,299.980.011,1,299.980.011,296.980.011,-3.269.999.981,South America,Río de Janeiro,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,6/18/2017 16:26,Standard Class
DEBIT,4,4,1.437.400.055,Shipping on time,0,Fishing,EE. UU.,9281,Consumer,Brasil,1/27/2015 2:03,1788,4465,399.980.011,1,399.980.011,395.980.011,1.437.400.055,South America,Bahía,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,1/31/2015 2:03,Standard Class
DEBIT,2,4,1.940.299.988,Advance shipping,0,Fishing,EE. UU.,1788,Consumer,Brasil,3/22/2015 17:24,5531,13806,399.980.011,1,399.980.011,395.980.011,1.940.299.988,South America,Paraíba,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,3/24/2015 17:24,Standard Class
DEBIT,5,4,1.437.400.055,Late delivery,1,Fishing,EE. UU.,5235,Consumer,Brasil,05/11/2015 23:38,8974,22382,399.980.011,1,399.980.011,395.980.011,1.437.400.055,South America,Santa Catarina,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/16/2015 23:38,Standard Class
DEBIT,4,4,1.352.299.957,Shipping on time,0,Camping & Hiking,EE. UU.,11720,Consumer,Brasil,3/14/2015 20:55,4993,12505,299.980.011,1,299.980.011,293.980.011,1.352.299.957,South America,Bahía,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,3/18/2015 20:55,Standard Class
DEBIT,5,4,1.146.500.015,Late delivery,1,Camping & Hiking,EE. UU.,7293,Consumer,Brasil,05/12/2015 13:39,9014,22476,299.980.011,1,299.980.011,293.980.011,1.146.500.015,South America,Acre,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,5/17/2015 13:39,Standard Class
DEBIT,5,4,1.842.299.957,Late delivery,1,Fishing,EE. UU.,5487,Consumer,Brasil,03/01/2015 3:56,4054,10081,399.980.011,1,399.980.011,391.980.011,1.842.299.957,South America,Minas Gerais,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,03/06/2015 3:56,Standard Class
DEBIT,4,4,1.454.900.055,Shipping on time,0,Camping & Hiking,EE. UU.,11720,Consumer,Brasil,3/14/2015 20:55,4993,12504,299.980.011,1,299.980.011,290.980.011,1.454.900.055,South America,Bahía,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,3/18/2015 20:55,Standard Class
DEBIT,6,4,3.783.000.183,Late delivery,1,Camping & Hiking,EE. UU.,6500,Consumer,Brasil,3/16/2015 6:54,5090,12723,299.980.011,1,299.980.011,290.980.011,3.783.000.183,South America,Paraíba,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,3/22/2015 6:54,Standard Class
DEBIT,5,4,9.013.999.939,Late delivery,1,Camping & Hiking,EE. UU.,6705,Consumer,Brasil,4/19/2017 23:52,57544,143962,299.980.011,1,299.980.011,287.980.011,9.013.999.939,South America,Rio Grande do Sul,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,4/24/2017 23:52,Standard Class
DEBIT,2,4,1.267.099.991,Advance shipping,0,Camping & Hiking,EE. UU.,5331,Consumer,Brasil,02/04/2017 17:19,52456,131105,299.980.011,1,299.980.011,287.980.011,1.267.099.991,South America,Paraná,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,02/06/2017 17:19,Standard Class
DEBIT,5,4,9.216.000.366,Late delivery,1,Fishing,EE. UU.,9847,Consumer,Brasil,3/20/2015 8:38,5369,13406,399.980.011,1,399.980.011,383.980.011,9.216.000.366,South America,Río de Janeiro,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,3/25/2015 8:38,Standard Class
DEBIT,6,4,-6.335.700.073,Late delivery,1,Fishing,EE. UU.,10056,Consumer,Brasil,02/10/2015 10:06,2770,6952,399.980.011,1,399.980.011,383.980.011,-6.335.700.073,South America,Bahía,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,2/16/2015 10:06,Standard Class
DEBIT,5,4,1.367.899.933,Late delivery,1,Camping & Hiking,EE. UU.,6919,Consumer,Brasil,05/12/2015 6:38,8994,22436,299.980.011,1,299.980.011,284.980.011,1.367.899.933,South America,Santa Catarina,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,5/17/2015 6:38,Standard Class
DEBIT,2,4,1.310.899.963,Advance shipping,0,Camping & Hiking,EE. UU.,2684,Consumer,Argentina,05/11/2017 8:04,59006,147705,299.980.011,1,299.980.011,284.980.011,1.310.899.963,South America,Buenos Aires,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,5/13/2017 8:04,Standard Class
DEBIT,6,4,0,Late delivery,1,Camping & Hiking,EE. UU.,10222,Consumer,Brasil,5/30/2015 7:40,10230,25577,299.980.011,1,299.980.011,284.980.011,0,South America,Bahía,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,06/05/2015 7:40,Standard Class
DEBIT,3,4,1.339.400.024,Advance shipping,0,Camping & Hiking,EE. UU.,10592,Consumer,Argentina,5/27/2017 22:04,60142,150511,299.980.011,1,299.980.011,284.980.011,1.339.400.024,South America,Buenos Aires,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,5/30/2017 22:04,Standard Class
DEBIT,4,4,7.409.999.847,Shipping on time,0,Camping & Hiking,EE. UU.,6337,Consumer,Brasil,4/28/2017 17:43,58143,145493,299.980.011,1,299.980.011,284.980.011,7.409.999.847,South America,São Paulo,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,05/02/2017 17:43,Standard Class
DEBIT,5,4,1.785.899.963,Late delivery,1,Fishing,EE. UU.,9847,Consumer,Brasil,3/20/2015 8:38,5369,13405,399.980.011,1,399.980.011,379.980.011,1.785.899.963,South America,Río de Janeiro,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,3/25/2015 8:38,Standard Class
DEBIT,3,4,1.215.899.963,Advance shipping,0,Fishing,EE. UU.,278,Consumer,Brasil,05/05/2015 2:16,8502,21231,399.980.011,1,399.980.011,379.980.011,1.215.899.963,South America,Rio Grande do Sul,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/08/2015 2:16,Standard Class
DEBIT,6,4,-4.940.000.057,Late delivery,1,Fishing,EE. UU.,1659,Consumer,Brasil,3/25/2015 8:07,5710,14224,399.980.011,1,399.980.011,379.980.011,-4.940.000.057,South America,Goiás,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,3/31/2015 8:07,Standard Class
DEBIT,2,4,7.937.000.275,Advance shipping,0,Camping & Hiking,EE. UU.,10551,Consumer,Brasil,04/07/2017 2:31,56661,141699,299.980.011,1,299.980.011,283.480.011,7.937.000.275,South America,Río de Janeiro,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,04/09/2017 2:31,Standard Class
DEBIT,3,4,4.961.000.061,Advance shipping,0,Camping & Hiking,EE. UU.,7925,Consumer,Argentina,4/14/2015 21:03,7117,17828,299.980.011,1,299.980.011,283.480.011,4.961.000.061,South America,Chubut,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,4/17/2015 21:03,Standard Class
DEBIT,3,4,1.029.000.015,Advance shipping,0,Camping & Hiking,EE. UU.,5474,Consumer,Brasil,05/08/2017 6:51,58797,147168,299.980.011,1,299.980.011,283.480.011,1.029.000.015,South America,Rio Grande do Sul,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,05/11/2017 6:51,Standard Class
DEBIT,3,4,2.835.000.038,Advance shipping,0,Fishing,EE. UU.,538,Consumer,Brasil,5/20/2015 13:38,9562,23879,399.980.011,1,399.980.011,377.980.011,2.835.000.038,South America,São Paulo,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/23/2015 13:38,Standard Class
DEBIT,2,4,1.700.899.963,Advance shipping,0,Fishing,EE. UU.,8047,Consumer,Brasil,1/23/2015 22:02,1571,3925,399.980.011,1,399.980.011,377.980.011,1.700.899.963,South America,São Paulo,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,1/25/2015 22:02,Standard Class
DEBIT,2,4,-8.995.999.908,Advance shipping,0,Fishing,EE. UU.,2127,Consumer,Argentina,5/25/2015 3:39,9876,24658,399.980.011,1,399.980.011,377.980.011,-8.995.999.908,South America,Misiones,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/27/2015 3:39,Standard Class
DEBIT,4,4,94.5,Shipping on time,0,Fishing,EE. UU.,11983,Consumer,Brasil,1/17/2015 0:19,1098,2735,399.980.011,1,399.980.011,377.980.011,94.5,South America,São Paulo,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,1/21/2015 0:19,Standard Class
DEBIT,2,4,-4.929.599.915,Advance shipping,0,Camping & Hiking,EE. UU.,11947,Consumer,Brasil,3/18/2015 20:33,5266,13151,299.980.011,1,299.980.011,278.980.011,-4.929.599.915,South America,São Paulo,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,3/20/2015 20:33,Standard Class
TRANSFER,3,2,1.303.999.939,Shipping canceled,0,Cardio Equipment,EE. UU.,1347,Corporate,Brasil,6/17/2017 19:03,61572,153956,9.998.999.786,3,2.999.700.012,2.834.700.012,1.303.999.939,South America,Pernambuco,CANCELED,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,6/20/2017 19:03,Second Class
TRANSFER,4,2,8.466.000.366,Late delivery,1,Cleats,EE. UU.,10363,Corporate,Argentina,03/11/2017 22:21,54868,137222,5.999.000.168,3,1.799.700.012,1.763.699.951,8.466.000.366,South America,Córdoba,PENDING,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,3/15/2017 22:21,Second Class
TRANSFER,5,2,2.109.999.895,Late delivery,1,Cleats,EE. UU.,10254,Corporate,Brasil,5/29/2015 3:17,10149,25354,5.999.000.168,3,1.799.700.012,1.619.700.012,2.109.999.895,South America,Río de Janeiro,PENDING,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,06/03/2015 3:17,Second Class
TRANSFER,6,2,-1.055.299.988,Late delivery,1,Cleats,EE. UU.,514,Corporate,Brasil,02/08/2015 5:33,2620,6576,5.999.000.168,3,1.799.700.012,1.439.799.957,-1.055.299.988,South America,Amazonas,PENDING,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,2/14/2015 5:33,Second Class
TRANSFER,6,2,-1.968.000.031,Late delivery,1,Shop By Sport,EE. UU.,5812,Corporate,Brasil,4/18/2017 14:56,57450,143714,3.999.000.168,3,1.199.700.012,9.837.999.725,-1.968.000.031,South America,São Paulo,PENDING,627,29,Under Armour Girls' Toddler Spine Surge Runni,3.999.000.168,4/24/2017 14:56,Second Class
TRANSFER,6,2,2.912.999.916,Late delivery,1,Trade-In,EE. UU.,514,Corporate,Brasil,02/08/2015 5:33,2620,6574,2.198.999.977,3,6.597.000.122,6.333.000.183,2.912.999.916,South America,Amazonas,PENDING,917,41,Glove It Women's Mod Oval 3-Zip Carry All Gol,2.198.999.977,2/14/2015 5:33,Second Class
TRANSFER,6,2,2.046.999.931,Late delivery,1,Cardio Equipment,EE. UU.,9237,Corporate,Brasil,3/19/2015 15:28,5320,13300,9.998.999.786,3,2.999.700.012,2.729.700.012,2.046.999.931,South America,São Paulo,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,3/25/2015 15:28,Second Class
TRANSFER,3,2,5.090.000.153,Late delivery,1,Women's Apparel,EE. UU.,5700,Corporate,Brasil,5/30/2015 15:22,10252,25653,50,3,150,130.5,5.090.000.153,South America,Santa Catarina,PROCESSING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,06/02/2015 15:22,Second Class
TRANSFER,6,2,5.159.000.015,Late delivery,1,Electronics,EE. UU.,9237,Corporate,Brasil,3/19/2015 15:28,5320,13299,5.199.000.168,3,1.559.700.012,1.473.899.994,5.159.000.015,South America,São Paulo,PROCESSING,823,37,Titleist Pro V1x High Numbers Personalized Go,5.199.000.168,3/25/2015 15:28,Second Class
TRANSFER,5,2,5.095.999.908,Late delivery,1,Electronics,EE. UU.,619,Corporate,Brasil,02/11/2017 23:47,52954,132373,5.199.000.168,3,1.559.700.012,1.403.699.951,5.095.999.908,South America,Bahía,PROCESSING,823,37,Titleist Pro V1x High Numbers Personalized Go,5.199.000.168,2/16/2017 23:47,Second Class
TRANSFER,6,2,2.747.999.954,Late delivery,1,Trade-In,EE. UU.,11823,Corporate,Argentina,04/03/2017 14:05,56420,141127,2.198.999.977,3,6.597.000.122,560.699.997,2.747.999.954,South America,Buenos Aires,PROCESSING,917,41,Glove It Women's Mod Oval 3-Zip Carry All Gol,2.198.999.977,04/09/2017 14:05,Second Class
TRANSFER,3,2,2.113.999.939,Late delivery,1,Golf Balls,EE. UU.,5700,Corporate,Brasil,5/30/2015 15:22,10252,25651,1.998.999.977,3,5.997.000.122,4.497.999.954,2.113.999.939,South America,Santa Catarina,PROCESSING,810,36,Glove It Women's Mod Oval Golf Glove,1.998.999.977,06/02/2015 15:22,Second Class
TRANSFER,5,2,2.117.000.008,Late delivery,1,Cardio Equipment,EE. UU.,110,Corporate,Brasil,05/10/2015 23:07,8904,22204,9.998.999.786,4,3.999.599.915,3.359.700.012,2.117.000.008,South America,Bahía,PENDING,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,5/15/2015 23:07,Second Class
TRANSFER,5,2,5.399.000.168,Late delivery,1,Cleats,EE. UU.,10254,Corporate,Brasil,5/29/2015 3:17,10149,25355,5.999.000.168,4,2.399.600.067,1.799.700.012,5.399.000.168,South America,Río de Janeiro,PENDING,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,06/03/2015 3:17,Second Class
TRANSFER,4,2,36,Late delivery,1,Shop By Sport,EE. UU.,2292,Corporate,Argentina,2/26/2017 22:32,53978,134965,30,4,120,120,36,South America,Córdoba,PENDING,642,29,Columbia Men's PFG Anchor Tough T-Shirt,30,03/02/2017 22:32,Second Class
TRANSFER,6,2,-3.968.000.031,Late delivery,1,Trade-In,EE. UU.,5812,Corporate,Brasil,4/18/2017 14:56,57450,143713,1.598.999.977,4,6.395.999.908,5.947.999.954,-3.968.000.031,South America,São Paulo,PENDING,926,41,Glove It Imperial Golf Towel,1.598.999.977,4/24/2017 14:56,Second Class
TRANSFER,4,2,4.195.000.076,Late delivery,1,Cleats,EE. UU.,7065,Corporate,Argentina,2/13/2015 0:27,2948,7350,5.999.000.168,4,2.399.600.067,2.231.600.037,4.195.000.076,South America,Santa Fe,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,2/17/2015 0:27,Second Class
TRANSFER,5,2,6.887.000.275,Late delivery,1,Cleats,EE. UU.,4069,Corporate,Brasil,02/02/2017 22:34,52334,130778,5.999.000.168,4,2.399.600.067,1.967.700.043,6.887.000.275,South America,Pernambuco,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,02/07/2017 22:34,Second Class
TRANSFER,4,2,-7.319.999.695,Late delivery,1,Shop By Sport,EE. UU.,5278,Corporate,Brasil,06/07/2017 14:10,60873,152324,3.999.000.168,4,1.599.600.067,1.407.599.945,-7.319.999.695,South America,Roraima,PROCESSING,627,29,Under Armour Girls' Toddler Spine Surge Runni,3.999.000.168,06/11/2017 14:10,Second Class
TRANSFER,3,2,1.019.999.981,Late delivery,1,Shop By Sport,EE. UU.,5700,Corporate,Brasil,5/30/2015 15:22,10252,25652,3.999.000.168,4,1.599.600.067,1.359.700.012,1.019.999.981,South America,Santa Catarina,PROCESSING,627,29,Under Armour Girls' Toddler Spine Surge Runni,3.999.000.168,06/02/2015 15:22,Second Class
TRANSFER,3,2,7.840.000.153,Late delivery,1,Women's Apparel,EE. UU.,3999,Corporate,Brasil,3/21/2015 20:44,5472,13654,50,4,200,160,7.840.000.153,South America,Amapá,PROCESSING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,3/24/2015 20:44,Second Class
TRANSFER,6,2,1.288.600.006,Late delivery,1,Cardio Equipment,EE. UU.,7830,Corporate,Brasil,1/31/2015 22:22,2120,5312,9.998.999.786,5,4.999.500.122,4.899.500.122,1.288.600.006,South America,Ceará,PENDING,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,02/06/2015 22:22,Second Class
TRANSFER,6,2,-3.408.099.976,Late delivery,1,Cardio Equipment,EE. UU.,5812,Corporate,Brasil,4/18/2017 14:56,57450,143715,9.998.999.786,5,4.999.500.122,4.649.500.122,-3.408.099.976,South America,São Paulo,PENDING,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,4/24/2017 14:56,Second Class
TRANSFER,6,2,5.760.000.229,Late delivery,1,Cleats,EE. UU.,7830,Corporate,Brasil,1/31/2015 22:22,2120,5314,5.999.000.168,5,2.999.500.122,2.879.500.122,5.760.000.229,South America,Ceará,PENDING,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,02/06/2015 22:22,Second Class
TRANSFER,6,2,1.388.899.994,Late delivery,1,Cleats,EE. UU.,4637,Corporate,Brasil,3/31/2015 23:31,6165,15407,5.999.000.168,5,2.999.500.122,2.834.500.122,1.388.899.994,South America,Espíritu Santo,PENDING,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,04/06/2015 23:31,Second Class
